experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52054,10000,299.51,1203.0,0.6293
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52054,10000,466.93999999999994,1055.0,0.2347
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52054,10000,441.79999999999995,1092.0,0.2613
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52054,10000,400.11999999999995,1100.0,0.2979
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52054,10000,205.68999999999997,1258.0,0.6307
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52054,10000,304.16999999999996,1175.0,0.4048
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52055,10000,293.83,1196.0,0.4559
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52055,10000,465.2299999999999,1027.0,0.2347
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52055,10000,433.28999999999996,1068.0,0.2676
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52055,10000,394.8499999999999,1131.0,0.3037
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52055,10000,254.69,1228.0,0.486
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52055,10000,274.15,1231.0,0.4765
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53026,10000,459.98,1106.0,0.1815
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53026,10000,480.90000000000003,1087.0,0.2297
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53026,10000,437.11,1129.0,0.2759
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53026,10000,402.03999999999996,1174.0,0.3185
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53026,10000,330.72999999999996,1250.0,0.3637
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53026,10000,309.87,1256.0,0.4253
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53027,10000,414.31000000000006,1198.0,0.3491
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53027,10000,476.24,1103.0,0.2313
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53027,10000,434.54999999999995,1174.0,0.2738
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53027,10000,402.87,1185.0,0.3065
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53027,10000,211.84,1393.0,0.6284
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53027,10000,277.26,1335.0,0.4486
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53028,10000,469.93,1141.0,0.0818
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53028,10000,477.09999999999997,1102.0,0.2369
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53028,10000,428.27000000000004,1185.0,0.2753
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53028,10000,404.4,1215.0,0.3121
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53028,10000,278.24,1349.0,0.4246
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53028,10000,365.28,1249.0,0.3249
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53029,10000,431.19000000000005,1090.0,0.4027
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53029,10000,480.22,1060.0,0.2311
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53029,10000,451.15999999999997,1086.0,0.2507
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53029,10000,412.84,1122.0,0.2962
environment_sweep,multi_breakpoint,SW-TS,SW-TS W=2000,window,2000,53029,10000,257.6,1273.0,0.5085
environment_sweep,multi_breakpoint,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,53029,10000,275.96,1269.0,0.4975
environment_sweep,multi_breakpoint,Baseline,Thompson Sampling,none,none,53030,10000,440.34000000000003,1104.0,0.3428
environment_sweep,multi_breakpoint,D-UCB,D-UCB gamma=0.99,gamma,0.99,53030,10000,474.45000000000005,1063.0,0.2359
environment_sweep,multi_breakpoint,SW-UCB,SW-UCB W=500,window,500,53030,10000,446.07,1113.0,0.2629
environment_sweep,multi_breakpoint,DS-TS,DS-TS gamma=0.99,gamma,0.99,53030,10000,411.18,1090.0,0.3082
